ID,SMILES,M-fortuitum,M-kansasii,M-bovis,M-tuberculosis-MABA,M-tuberculosis-LORA,M-smegmatis,M-abcessus,M-tuberculosis-BACTEC,task_concatenada
4040,COc1ccc(-c2cc(-c3cc(OC)c(OC)c(OC)c3)nc(N)n2)cc1,,,,0.0,,,,,
10500,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CC[n+]1cn(C)c2[nH]cnc(=NO)c21,,,,0.0,0.0,,,,
12684,CCn1c(CNc2ccc(N3CCN(c4ccc(F)cc4)CC3)c(F)c2)nn(CN2CCN(c3cc4c(cc3F)c(=O)c(C(=O)O)cn4C3CC3)CC2)c1=S,,,,,,1.0,,,
10214,CC(=O)c1c(O)c(C)c(O)c2c1OC1=CC(=O)C(C(C)=NCc3cn(CC(=O)c4ccc(F)c(F)c4)nn3)C(=O)C12C,,,,1.0,,,,,
13954,Cc1cccc(NC(=O)COC(=O)CCc2c[nH]c3ccccc23)c1,,,,,,,,,0.0
10341,Cc1nc2ncccn2c1C(=O)NCc1cn(Cc2ccc(C(F)(F)F)cc2)nn1,,,,1.0,,,,,
1500,Cc1cc(CNC2CCCCC2)c(C)n1-c1ccc(Cl)cc1,,,1.0,1.0,,0.0,,,
3513,COc1ccc(-c2ccc(COC3COc4nc([N+](=O)[O-])cn4C3)cc2)nc1,,,,1.0,1.0,,,,
17751,Fc1ccc(-c2csc(Nc3ccccc3C(F)(F)F)n2)cc1,,,,,,,,,0.0
8893,O=C(NCc1ccccc1)c1coc(-c2ccccc2)n1,,,,0.0,,,,,
8405,COc1ccc2nccc(C(c3nnnn3C(C)(C)C)N(C)C)c2c1,,,,0.0,0.0,,,,
6845,CNc1nc(-c2ccc(CCN3CCN(CCCCN4CCN(c5ccccn5)CC4)CC3)cc2)cs1,,,,0.0,,,,,
7147,COc1ccc(C=CC(=O)Nc2n[nH]c(-c3ccccc3)n2)cc1OC,,,,1.0,,,,,
14302,COc1cc(C2=NN(C(N)=O)C(c3ccc(F)cc3)C2)ccc1OCC(=O)O,,,,,,,,,1.0
11897,COc1cc(C=NNC(=O)c2cccc(Cl)c2)ccc1OC(=O)Cc1sc(=O)[nH]c1O,,,,0.0,,,,,
4086,O=c1cc(Cn2cc(COc3ccc(Br)cc3)nn2)c2ccc(Cl)cc2o1,,,,0.0,,,,,
243,Cc1cccc(N(C(=O)c2c(C)noc2C)C(C(=O)NC2CCCCC2)c2ccccc2)c1C,0.0,,,1.0,,,0.0,,
3145,O=C(c1ccncc1)N(N=Cc1c[nH]nc1-c1ccc(Cl)cc1)C(=O)c1ccccc1Cl,,,,0.0,,,,,
1645,COc1ccc(C2SCC(=O)N2NC(=O)c2nccnc2N)cc1OC,,,0.0,,,,,,
7388,COc1ccc(C(C)=Nc2nc(C)nc(OC)n2)cc1,,,,0.0,,,,,
12838,Nc1nc(-c2c[nH]c3ccc(Br)cc23)c[nH]1,,,,,,0.0,,,
5606,CS(=O)(=O)NC1CCOC2(CCN(C(=O)c3ccc([N+](=O)[O-])o3)CC2)C1,,,,0.0,,,,,
10998,O=C(C1CCN(c2cc(N3CCOCC3)ncn2)CC1)N1CCCC(Cc2ccccc2)C1,,,,0.0,,,,,
14581,O=C(NCc1ccccc1Cl)c1nc2cc(Cl)ccc2s1,,,,,,,,,0.0
15100,O=C(Cn1c(=O)oc2ccccc21)NCc1ccco1,,,,,,,,,0.0
5232,CCSc1ccc(C(c2cc3cc(Br)ccc3nc2OC)C(O)(CCN(C)C)c2cccc(F)c2)cn1,,,,1.0,1.0,,,,
2077,O=[N+]([O-])c1cn2c(n1)OC(COC1CCN(c3ccc(F)cc3)CC1)CC2,,,,1.0,0.0,,,,
4104,O=[N+]([O-])c1c[nH]c(-c2nnc(-c3cc([N+](=O)[O-])cc([N+](=O)[O-])c3O)o2)c1,,,,1.0,,,,,
7510,CCOC(=O)c1cnc2ccccc2c1Nc1ccc(OCCCN2CCN(CC)CC2)cc1,,,,0.0,,,,,
9092,N=C(NN=Cc1ccccc1)NC(=O)C=Cc1ccccc1,,,,0.0,,,,,
5983,COc1nc2ccc(Br)cc2cc1C(c1cccnc1N(C)C)C(O)(CCN(C)C)c1cccc(F)c1,,,,1.0,1.0,,,,
16255,Cc1[nH]n(-c2ccccc2)c(=O)c1C(c1ccc(C(C)C)cc1)c1c(O)ccc2ccccc12,,,,,,,,,0.0
15357,O=[N+]([O-])c1cc(C(F)(F)F)cc2nc(CN3CCOCC3)sc12,,,,,,,,,0.0
10347,O=C(Cn1cc(COc2ccc([N+](=O)[O-])cc2)nn1)Nc1ccc(Cl)cc1,,,,0.0,,,,,
3967,O=c1cc(Cn2cc(COc3ccc(Br)cc3)nn2)c2cc(Br)ccc2o1,,,,0.0,,,,,
13863,CSc1ccc(NC(=O)Nc2c(-c3cccc(F)c3)[nH]c3ccccc3c2=O)cc1,,,,,,,,,0.0
17648,O=C(Nc1ccc([N+](=O)[O-])cc1)N1CCc2c(c(-c3ccccc3)nn2C(=O)c2ccccc2)C1,,,,,,,,,0.0
17297,CCc1nnc(NC(=O)Cn2c(-c3ccccc3)cc(-c3ccccc3)c2-c2ccco2)s1,,,,,,,,,0.0
6771,CC1(COc2ccc(NC(=O)Nc3ccccc3F)cc2)Cn2cc([N+](=O)[O-])nc2O1,,,,1.0,,,,,
12873,CCOc1ccccc1N(C)S(=O)(=O)c1ccc2c(c1)NC(=O)C(C)S2,,,,,,0.0,,,
14203,CCc1c(Cl)c(O)c(Cl)c(O)c1C(=O)OC1C(C)OC(OCC2=CC=CCC(O)C(C)=CC(CC)C(OC3OC(C)(C)C(OC(=O)C(C)C)C(O)C3O)C(C)=CC(C)=CCC(C(C)O)OC2=O)C(OC)C1O,,,,,,,,,1.0
16175,CCC(C)=NNC(=S)N(Cc1ccccc1)Cc1ccccc1,,,,,,,,,0.0
4079,O=[N+]([O-])c1cn2c(n1)OC(COCc1ccc(OC(F)(F)F)cc1)C2,,,,0.0,0.0,,,,
7771,CCc1cccc(CC)c1NC(=O)N=C(N)NC,,,,0.0,,,,,
8881,O=C(O)c1cn(C2CC2)c2cc(N3CCN(Cc4ccc5c(c4)OCO5)CC3)c(F)cc2c1=O,,,,1.0,,,,,
9512,COC(=O)NC(=O)c1ccsc1NC(=O)c1ccc(S(=O)(=O)N2CCC(O)CC2)cc1,,,,1.0,,,,,
2779,O=[N+]([O-])c1cn2c(n1)OCC(Oc1cc(-c3ccc(C(F)(F)F)nc3)ccn1)C2,,,,1.0,0.0,,,,
4604,CN(C)c1cc2[nH]c(C3CCCCC3)nc2cc1NC(=O)c1ccccc1,,,,1.0,,,,,
4933,N#CC(=Cc1ccc(O)cc1O)c1nc2ccccc2s1,,,,0.0,,,,,
1986,O=C(NNC(=S)Nc1cccc(Cl)c1)c1c[nH]c2c(C(F)(F)F)cccc2c1=O,,,,0.0,,0.0,,,
3862,NNc1nc2ccc(Cl)cc2s1,,,,0.0,,,,,
7791,Cc1ccc(NC(=O)Nc2cccc(C(=O)O)c2)cc1,,,,0.0,,,,,
9776,O=[N+]([O-])c1ccc(-c2nnc(C3CCCO3)o2)o1,,,,1.0,,,,,
326,Clc1ccc(CSc2ccncc2)cc1,0.0,,,,,0.0,,,
10580,Cc1ccc(N2CCN(C)CC2)c2c1CCC(NC(=O)c1ccc(-c3ccc(Cl)cc3Cl)cn1)C2,,,,1.0,1.0,,,,
7908,Cn1cc(CNC2C3CC4CC(C3)CC2C4)c2ccc(Cl)cc21,,,,0.0,,,,,
6410,COc1cc(NC(C)CCCNC(=O)NNC(=O)NC(c2ccccc2)(c2ccccc2)c2ccccc2)c2ncccc2c1,,,,0.0,,,,,
14575,Cc1ccc(CNC(=O)c2nc3ccccc3s2)cc1,,,,,,,,,0.0
4055,C(=NNc1nc2ccccc2s1)c1ccc(Oc2ccccc2)cc1,,,,0.0,,,,,
2238,CN(C)C(=O)C=CC(=O)c1cccc(Br)c1,,,,1.0,,,,,
5230,COc1nc2ccc(Br)cc2cc1C(c1ccco1)C(O)(CCN(C)C)c1cccc(F)c1,,,,1.0,,,,,
4572,CC1CN2c3c(cc4c(N5CCC(C(=O)O)C5)noc4c3F)CC3(C(=O)NC(=O)NC3=O)C2C(C)O1,,,,0.0,,,,,
9025,Cc1c(C(=O)CN(C)C2CCCCC2)[n+]([O-])c2ccccc2[n+]1[O-],,,,0.0,,,,,
7471,CCOC(=O)Cn1cc(CN(C2=CC(=O)c3ccccc3C2=O)c2ccc(F)cc2)nn1,,,,0.0,,,,,
1269,CCCCn1c2c([n+](C(C)CC)c1C)C(=O)c1ccccc1C2=O,,,1.0,,,,,,
865,COc1ccc(Cl)cc1C(=S)Nc1ccc(Cl)c(Cl)c1,,0.0,,,,,,,
4943,CC(C)C1COC23CCN(Cc4ccccc4)CC2CCC(=O)N13,,,,1.0,,0.0,,,
2254,CC(C)CCNc1nccc(Nc2cc(C3CC3)[nH]n2)n1,,,,0.0,,,,,
6026,Cc1nonc1C(=O)NC1CCCc2c1cnn2-c1ccc(C(C)(C)C)cc1,,,,1.0,,,,,
6928,Fc1ccc(Nc2nc(-c3ccc(Br)cc3)cs2)cc1,,,,0.0,,,,,
12698,O=C(CSCCOCCSSCCOCCSCC(=O)NC(CO)C(O)c1ccc([N+](=O)[O-])cc1)NC(CO)C(O)c1ccc([N+](=O)[O-])cc1,,,,,,0.0,,,
7015,COc1cnc2ccc(=O)n(CCN3CCN(C(=O)NCc4ccc(Cl)cc4)CC3)c2c1,,,,1.0,,,,,
372,COc1ccc(-c2c3c(-c4ccccc4)[nH][nH]c3nc3c2c(=O)c(O)c2ccccc23)cc1,0.0,,,,,,,,
13930,CCN(CC)C(=O)c1cc(-c2csc(Nc3ccc(C)cc3)n2)n(C)n1,,,,,,,,,0.0
13109,CCOc1ccc2[nH]c(-c3ccc(OC)cc3)c(C3=C(Br)C(=O)NC3=O)c2c1,,,,,,0.0,,,
7957,COc1ccc(Cc2ccc(OCCN3CCCCC3)cc2)cc1,,,,0.0,,,,,
610,CCCCCCNc1nc(C#N)cnc1C#N,,0.0,,,,,,,0.0
4652,COc1ccc(F)cc1C(=O)CN1C(=O)NC(C)(c2ccc(OC(F)F)cc2)C1=O,,,,0.0,,,,,
16275,COc1ccc(-c2nc3sc(-c4ccc(F)cc4)nn3c2-c2nc3cc([N+](=O)[O-])ccc3[nH]2)cc1,,,,,,,,,0.0
8921,COc1ccc(CNC(=O)c2coc(-c3ccccc3)n2)cc1OC,,,,0.0,,,,,
15173,COc1ncnc(Cn2cc(C(=O)NCC(C)F)c3ncc(C)cc32)c1C,,,,,,,,,1.0
5934,O=C(CC(=O)OCc1ccccc1)NOCc1ccccc1,,,,0.0,,,,,
15378,Cc1onc(C(=O)N2C3CCC2CC(Nc2cc(=O)[nH]c4cc(F)c(F)cc24)C3)c1C,,,,,,,,,1.0
2365,COC(=O)C=CC(=O)c1cccc(OC)c1,,,,1.0,,,,,
11455,O=c1nc(SCc2cn(-c3ccc(N4CCOCC4)c(F)c3)nn2)sc2c([N+](=O)[O-])cc(Cl)cc12,,,,0.0,,,,,
7783,Cc1ccc(NC(=S)Nc2ncccc2C)cc1,,,,0.0,,,,,
7165,Fc1cc(F)c2nc(-c3ccc(-n4cncn4)cc3)n(Cc3cccc(Cl)c3)c2c1,,,,1.0,,,,,
9152,Ic1ccc(-c2nn(-c3ccccc3)cc2Cn2ccnc2)cc1,,,,0.0,,,,,
10685,COc1ccc2c([nH]c3c(O)cc(C)cc32)c1CC=C(C)C,,,,0.0,,,,,
3790,C#CCOc1cccc(C=CC(=O)c2ccc(OC)c(OC)c2OC)c1,,,,0.0,0.0,,,,
14194,C1CCC2CC(N3CCCN(C4CCC5CCCCC5C4)CC3)CCC2C1,,,,,,,,,0.0
5593,CC(C(=O)Nc1ccc2c(c1)COC2=O)c1ccc(-c2ccccc2)c(F)c1,,,,0.0,,,,,
11949,CC(C)(NC(=O)c1ccc([N+](=O)[O-])o1)c1ccc(COc2ccc(OC(F)(F)F)cc2)cc1,,,,1.0,,,,,
11417,CN1CCCC(CN2c3ccccc3Sc3cc(Cl)ccc32)C1,,,,0.0,,,,,
15450,CCOC(=O)N1CCN(CC(=O)N2C(c3ccccc3)CC(=O)C(C)C2c2ccccc2)CC1,,,,,,,,0.0,
5061,COc1ccc(C(c2ccc(OCCN3CCCC3)cc2)c2cccnc2)cc1,,,,0.0,,,,0.0,
9665,O=[N+]([O-])c1cn(CC(O)c2ccccc2)c(Br)n1,,,,0.0,,,,,
4219,O=C(O)C1CCN(c2nc(=O)c3cc(C(F)(F)F)cc([N+](=O)[O-])c3s2)CC1,,,,1.0,,,,,
8087,CCCCCCCCCCCCCCCCN,,,,0.0,,,,,
8714,O=c1n(Cc2cn(Cc3cc4ccccc4nc3Cl)nn2)cnn1-c1ccccc1,,,,0.0,,,,,
663,COc1ccc(CNc2nc(C#N)cnc2C(N)=O)cc1,,0.0,,,,,,,0.0
14633,CC(=O)N1CCc2c(sc(NC(=O)C3CC3)c2C(N)=O)C1,,,,,,,,,0.0
14447,O=c1c2ccccc2nc(C=Cc2ccccc2)n1-c1ccc(Cl)cc1,,,,,,,,,0.0
11230,CCN(CC)c1n[n+]([O-])c2ccccc2[n+]1[O-],,,,1.0,1.0,,,,
9360,CC=CCC1NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)N(C)C(=O)C(C)NC(=O)C(Cc2ccc(O)c([N+](=O)[O-])c2)NC(=O)C(CC(C)C)NC(=O)C(Cc2cn(C(C)(C)C3CO3)c3ccccc23)NC1=O,,,,1.0,,,1.0,,
2777,O=C(NCc1ccc(COc2ccc(Cl)cc2)cc1)c1ccc([N+](=O)[O-])o1,,,,1.0,,,,,
4536,CCN(CC)CCOc1ccc(C(c2ccc(OC)cc2)c2cc3ccccc3c3ccccc23)cc1,,,,0.0,,,,0.0,
13346,O=C(c1ccncc1)N(N=Nc1ccc([N+](=O)[O-])cc1)c1ccc([N+](=O)[O-])cc1,,,,,,0.0,,,
12448,Cc1ccc(C=C2CN(C)CC3(C2=O)C(c2ccc(C)cc2)CN(C)C32C(=O)Nc3ccccc32)cc1,,,,,,0.0,,,0.0
7206,Cc1cnc(C)n1C1CCN(C(=O)c2ccc([N+](=O)[O-])o2)CC1,,,,0.0,,,,,
16042,NCCOB(c1ccccc1)c1ccccc1,,,,,,,,0.0,
12585,COc1c(C(C)C)cc2c(c1OC)C13CCCC(C)(C)C1C(OC3=O)C2OCc1ccccc1,,,,,,0.0,,,
5585,CC(C)CCCN1CCN(C(Cc2ccccc2)CN2CCCC2CN2CCNCC2Cc2ccccc2)CC1Cc1ccccc1,,,,1.0,,,,,
6151,COc1ccc2oc(=O)cc(COc3ccc(I)cc3)c2c1,,,,0.0,,,,,
4428,COc1cccc(C(c2cc3cc(Br)ccc3nc2OC)C(O)(CCN(C)C)c2cc(C)cc(C)n2)c1F,,,,1.0,1.0,,,,
10603,Cc1ccc(N2CCN(C)CC2)c2c1CCC(NC(=O)Nc1cnc(-c3cc(C(F)(F)F)cc(C(F)(F)F)c3)cn1)C2,,,,1.0,1.0,,,,
5248,S=C1NCC(Cc2ccccc2)N1CC1CCCN1CC(Cc1ccccc1)N1CC(Cc2ccccc2)N(CC2CCCCC2)C1=S,,,,1.0,,,,,
13465,CC(=O)c1ccc(N2CC(Cn3ccnn3)OC2=O)cc1,,,,,,1.0,,,
3982,O=[N+]([O-])c1cn2c(n1)OCC(OCc1cccc(-c3ccccn3)c1)C2,,,,1.0,0.0,,,,
9993,Cc1nc2cc(-n3cc(-c4ccccc4)nn3)ccc2c(=O)n1-c1ccccc1,,,,0.0,,,,,
7842,O=C(Cc1cccc(O)c1)N1CCN(S(=O)(=O)c2cccc3cnccc23)CC1,,,,0.0,,,,,
11135,O=[N+]([O-])c1cn2c(n1)OCC(OCC#Cc1ccc(-c3ccc(C(F)(F)F)cc3)nc1)C2,,,,1.0,1.0,,,,
2670,COc1cc(C=Nn2c(-c3ccccc3)nc3cc(Cl)ccc3c2=O)ccc1O,,,,1.0,,,,,
3978,Cc1nn2cccc(C)c2c1C(=O)NCc1ccc(N2CCC(c3ccc(OC(F)(F)F)cc3)CC2)cc1,,,,1.0,,,,,
13302,Nc1ccc2sc3ccc(N)cc3c2c1,,,,,,0.0,,,
280,COc1cc(C=CC(=O)c2ccc(Nc3nc4cc(C)ccc4o3)cc2)cc(OC)c1OC,0.0,,,0.0,,,0.0,,
14415,Cc1cc(C)c2cc(CNC3CCCCCCC3)[nH]c2c1,,,,,,,1.0,,
13722,NNC(=O)c1ccc(C(F)(F)F)cc1,,,,,,,,,0.0
8761,CN1CCN(c2n[nH]c(N3C(=O)CSC3c3ccc4c(c3)OCO4)n2)CC1,,,,1.0,,,,,
7469,CCOC(=O)Cn1cc(CN(C2=CC(=O)c3ccccc3C2=O)c2ccc(Br)cc2)nn1,,,,0.0,,,,,
5198,COc1ccccc1-n1cc(C=O)nn1,,,,0.0,,,,,
9936,O=C(NCc1ccc(F)cc1)c1ccccc1-n1cc2ccccc2n1,,,,0.0,,,,,
16866,O=C1c2ccccc2CC12C(c1ccc(F)cc1)C1CSCN1C21C(=O)Nc2ccccc21,,,,,,,,,0.0
11721,Cc1ccc(C(=O)N2CCN(C3c4ccccc4-c4ccccc43)CC2)cc1,,,,0.0,,,,,
17238,Nc1ccc(C(=O)CC2(O)c3ccccc3-c3nc4ccccc4nc32)cc1,,,,,,,,,1.0
4156,CCOC(=O)Nc1nc(NCCCCN(CC)CC)c2c(n1)SC(c1ccccc1)C(c1ccccc1)=N2,,,,0.0,,,,,
15431,COc1cnc2ncc(=O)n(CCN3CCC(NCc4cnc(C)c(C#N)c4)CC3)c2c1,,,,,,,,1.0,1.0
4884,O=C(NCc1ccccc1)c1nc([N+](=O)[O-])c[nH]1,,,,0.0,,,,,
5822,CON=C1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4F)c3c2OC)CC1N,,,,0.0,,,,,
3810,O=C1C2=Nc3ncccc3CN2c2ccccc21,,,,0.0,,,,,
15673,O=C1C(Cl)C(c2cc3ccccc3[nH]c2=S)N1c1ccc([N+](=O)[O-])cc1,,,,,,,,0.0,
10129,COc1ccc2cc(-n3cc(COc4nc(-c5ccccn5)sc4C(N)=O)nn3)c(=O)oc2c1,,,,1.0,,,,,
8756,FC(F)(F)c1cc(C2OC(c3c(Cl)cccc3Cl)N3CCCCC23)c2cccc(C(F)(F)F)c2n1,,,,0.0,,,,,
11945,c1cnc(N2CCN(c3nc4ccccc4c4ccccc34)CC2)nc1,,,,1.0,,,,,
4684,CC(C)(C)OC(=O)NC(Cc1ccccc1)C(O)CNCc1ccc2c(c1)OCO2,,,,0.0,,,,,
16347,O=[N+]([O-])c1ccc(C2=NNC(c3cccc(Cl)c3)C2)cc1,,,,,,,,,0.0
16365,Cc1ccc(-c2nc3sc(C)nn3c2COCc2cn(CC#N)nn2)cc1,,,,,,,,,0.0
13912,CN(CCO)CCCNc1ccnc2cc(Cl)ccc12,,,,,,,,,0.0
5605,CN(Cc1ccccc1)C(=O)CC1CCOC2(CCN(C(=O)c3ccc([N+](=O)[O-])o3)CC2)C1,,,,0.0,,,,,
10451,CCCCc1nc(C2NC(=O)N=C(C)C2C(=O)Nc2ccc(Cl)cc2)c(Cl)[nH]1,,,,1.0,,,,,
14028,CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,,,,,,,,,0.0
13051,COc1ccc(N(CCC2CCCCN2C)c2ccccc2)cc1OC,,,,,,0.0,,,
6914,Cc1cccc(Nc2nc(-c3ccc(Cl)c(Cl)c3)cs2)n1,,,,0.0,,,,,
4564,CC1CN2c3c(cc4c(-n5cncn5)noc4c3F)CC3(C(=O)NC(=O)NC3=O)C2C(C)N1C#N,,,,1.0,,,,,
8419,C=C1C=CC(=Nc2cc3c(cc2NC2CCOCC2)N(c2ccc(Cl)cc2)c2ccccc2N3)C=N1,,,,1.0,,,,,
12005,COc1ccn2nc(C)c(C(=O)NCc3cnc(-c4ccc(OC(F)(F)F)cc4)s3)c2c1,,,,,0.0,,,,
12202,O=C1C=CC2(CC(c3ccccc3)OC(c3ccccc3)O2)O1,,,,,,0.0,,,
1270,CCCCn1c2c([n+](C3CCCCCCC3)c1C)C(=O)c1ccccc1C2=O,,,1.0,,,,,,
2351,CC1(C)C=C2C(=O)c3ccccc3C(=O)C2O1,,,,0.0,,,,,
8788,CC(C=O)=CCCC(C)C1CCC(C)c2c(O)cc(C)cc21,,,,0.0,,,,,
9639,C[N+](C)(CCCN1c2ccccc2Sc2ccc(Cl)cc21)Cc1ccccc1,,,,1.0,0.0,,,,
1385,CCCCC(CC(=O)O)C(=O)N1CCCC1c1nc2ccccc2[nH]1,,,0.0,,,,,,
9085,Cc1cc(N2CCC(NC(=O)Nc3ccc(F)cc3)CC2)c2cc(C(F)(F)F)ccc2n1,,,,0.0,,,,,
5871,COc1ccc2oc(=O)cc(COc3cccc(I)c3)c2c1,,,,0.0,,,,,
298,CN(C)C(=O)CC(CSc1ccccc1)Nc1c(C(=O)NN=Cc2cccc(OC(F)(F)C(F)F)c2)cnc2ccc(F)cc12,1.0,,,0.0,,1.0,,,
8678,Cc1csc(C(C)(O)c2nnc(Nc3ncn(Cc4c(F)cccc4F)n3)s2)n1,,,,1.0,,,,,
16769,O=NN1C(c2ccc(Cl)cc2)CC(=O)C(c2ccccc2)C1c1ccc(Cl)cc1,,,,,,,,,1.0
15045,O=C(NN1C(=O)CSC1c1cc2ccccc2n2nnnc12)c1cccnc1,,,,,,,,,0.0
15127,Oc1cc(C2c3ccccc3-c3ccccc32)c(O)n1CCc1c[nH]c2ccccc12,,,,,,,,,0.0
2078,COc1cc(NS(=O)(=O)c2ccco2)ccc1-n1cnc(Cl)c1,,,,0.0,,0.0,,,
12129,COc1ccc(C=CC(C)=NNc2nc(-c3ccc(OC)c(OC)c3)cs2)cc1OC,,,,,,,0.0,,
15522,CC(C)C=NNC(=O)c1ccncc1,,,,,,,,1.0,
2230,CCCCCCCCC(=O)NCCCCC1CCC(=O)O1,,,,0.0,,,,,
2843,CC1=C2OCCCCCN3C(=O)C(O)(c4cc(Cl)ccc43)C2(C)SC1=O,,,,0.0,,,,,
2538,CC(=Nn1c(-c2ccccc2)nc2cc(Cl)ccc2c1=O)c1ccc(Cl)cc1,,,,1.0,,,,,
195,COc1ccc(C(=O)NCC2CN(c3cc(C)nc4ccc(OC)cc34)C(=O)O2)c(C)c1,0.0,,,1.0,,0.0,,,
16619,CN1CCN(c2nc3c(cc2[N+](=O)[O-])c(=O)c(C(=O)O)cn3C2CC2)CC1c1ccccc1,,,,,,,,,1.0
7379,Clc1ccccc1COc1ccc(CC2CC2)cc1,,,,0.0,,,,,
6653,CN(Cc1cn(-c2cccc(C(F)(F)F)c2)nn1)c1nc(=O)c2cc(S(C)(=O)=O)cc([N+](=O)[O-])c2s1,,,,1.0,,,,,
7515,CCOC(=O)c1cnc2ccc(F)cc2c1Nc1ccc(NCCCN2CCOCC2)cc1,,,,0.0,,,,,
17727,O=C(NN=Cc1cccc(Br)c1)c1cccnc1,,,,,,,,,0.0
16974,CCN(CC)C(=O)C1CCCN(c2nc3c(cc2[N+](=O)[O-])c(=O)c(C(=O)O)cn3C2CC2)C1,,,,,,,,,1.0
4043,COc1ccc(-c2cc(-c3cc(OC)c(OC)c(OC)c3)nc(-c3ccncc3)n2)cc1,,,,0.0,,,,,
6570,COC(=O)CSc1nnc(Cc2csc(NCCC(=O)O)n2)n1NC(=O)c1ccc(Cl)cc1,,,,0.0,,,,,
10820,CC(=O)NCC1OC(=O)N2c3cc(F)c(N4C5CCC4CSC5)cc3OCC12,,,,1.0,,,,,
16739,N#CC1C(=N)OC2=C(CCCC2=Cc2ccc(Cl)cc2)C1c1ccc(Cl)cc1,,,,,,,,,0.0
5516,COC(=O)c1cn(C)c2c(ccc3c2nnn3C)c1=O,,,,0.0,,,,,
6871,CC(=NNc1ccc([N+](=O)[O-])cc1[N+](=O)[O-])c1ccc(-n2c(C)ccc2C)cc1,,,,0.0,,,,,
6778,Brc1ccccc1C=NNc1ncnc2sc3c(c12)CCCC3,,,,0.0,,,,,
5301,COc1c(N2CCN(CC(C)=NNC(=O)c3ccccc3)CC2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,,,,1.0,,,,,
15009,CC1(C)CCc2cc(C(C#Cc3ccccc3)N3CCCCC3)ccc2O1,,,,,,,,,0.0
321,O=C(Nc1nnc(-c2ccc(C(F)(F)F)cc2)o1)c1cccc(Cl)c1,0.0,,,,,,0.0,,
7152,Nc1ccc(C=CC(=O)Nc2n[nH]c(-c3ccccc3)n2)cc1,,,,0.0,,,,,
1372,O=CN(O)CC(Cc1ccccc1)C(=O)N1CCCC1c1nc2ccccc2o1,,,0.0,,,,,,
17670,CC(=O)c1ccc(S(=O)(=O)N2CCc3c(c(-c4ccccc4)nn3C(=O)c3ccccc3)C2)cc1,,,,,,,,,0.0
2655,O=C(C=Cc1cccc(Cl)c1Cl)c1ccc(-n2cccc2)cc1,,,,0.0,,,,,
9148,COc1ccc(-c2nn(-c3ccccc3)cc2C(=O)NCCn2ccnc2)cc1,,,,0.0,,,,,
15004,Cc1nc2c(n1CCCCCCCCCCC[P+](c1ccccc1)(c1ccccc1)c1ccccc1)C(=O)c1ccccc1C2=O,,,,,,,,,1.0
3399,O=[N+]([O-])c1cn2c(n1)OCC(OCc1ccc(-c3ccc(C(F)(F)F)cc3Cl)cc1)C2,,,,1.0,1.0,,,,
10293,O=C(CSc1nc(=O)c2ccccc2[nH]1)NCc1ccccc1,,,,1.0,,,,,
8575,CC(=O)c1c(C)[n+]([O-])c2cc(N3CCNCC3)c(F)cc2[n+]1[O-],,,,0.0,,,,,
12416,CCN(CC)C(=O)C1CCCN(c2c(F)c([N+](=O)[O-])c3c(=O)c(C(=O)O)cn(C4CC4)c3c2OC)C1,,,,,,0.0,,,
14620,COc1ccccc1-c1cc(CN2CCSCC2)c(C)n1-c1ccc(F)cc1,,,,,,,,,0.0
13707,C#CCn1cc(C(=O)O)c(=O)c2ccc(C(F)(F)F)cc21,,,,,,0.0,,,
16332,COC(=O)C(=Cc1ccccc1)CN1C(=O)C(=O)c2cc(F)ccc21,,,,,,,,,0.0
927,CC(=O)NC(Cc1ccccc1)C(=O)Oc1cc(Cl)ccc1C(=O)Nc1ccc(C(F)(F)F)cc1,,1.0,,,,,,,0.0
245,COc1cc(C=CC(=O)c2ccc(Nc3nc4ccccc4o3)cc2)cc(OC)c1OC,0.0,,,0.0,,,0.0,,
7486,C=CCn1cc(CN(C2=CC(=O)c3ccccc3C2=O)c2ccccc2Cl)nn1,,,,0.0,,,,,
8250,O=C(NCc1ccc2c(c1)CN(C(=O)c1ccc(OC(F)(F)F)cc1)C2)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,,,,0.0,,,,,
144,COc1cc(NC(=O)c2ccc(C(F)(F)F)cc2)ccc1-n1cnc(Cl)c1,1.0,,,0.0,,1.0,,,
5998,Cc1oc2cc(CO)cc(O)c2c(=O)c1O,,,,0.0,,,,,
8194,O=C(C=Cc1ccccc1)N1CCN(c2nc3ccccc3c3ccccc23)CC1,,,,0.0,,,,,
2364,COC(=O)C=CC(C)=O,,,,1.0,,,,,
14239,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CC[n+]1cn(C)c2ncnc(NOCc3ccccc3)c21,,,,,,,,,1.0
130,COc1cc(NS(=O)(=O)c2cccs2)ccc1-n1cnc(Cl)c1,1.0,,,0.0,,1.0,,,
1162,CCCCCCCCn1ccc2ccc(OCCCN3CCC4(CC3)OCC(C)O4)cc21,,,0.0,,,,,,
13472,O=c1c2ccccc2nc2ccccn12,,,,,,0.0,,,
