ID,SMILES,M-fortuitum,M-kansasii,M-bovis,M-tuberculosis-MABA,M-tuberculosis-LORA,M-smegmatis,M-abcessus,M-tuberculosis-BACTEC,task_concatenada
5082,CCOC(=O)c1cc2cc(N3CCN(C(=O)Nc4ccc([N+](=O)[O-])cc4)CC3)ccc2o1,,,,0.0,,,,,
17246,Nc1ccccc1-c1[nH]c2ccccc2c1-c1c2ccccc2n2c(=O)c3ccccc3[nH]c12,,,,,,,,,1.0
17790,Cc1ccc(C2C3=C(CC(C)(C)CC3=O)N(NC(=O)c3ccncc3)C3=C2C(=O)CC(C)(C)C3)cc1,,,,,,,,,1.0
15117,O=C(Cn1c(=O)oc2ccccc21)NCc1ccccn1,,,,,,,,,0.0
16241,CSc1ccc(C(c2ccc(OCCN3CCCCCC3)cc2)c2cccs2)cc1,,,,,,,,,1.0
24,O=[N+]([O-])c1ccc(C=NNC(=S)Nc2ccccc2)o1,0.0,1.0,,,,0.0,,,0.0
9876,CCC(CCl)Nc1ccnc2cc(Cl)ccc12,,,,0.0,,,,,
11562,NCC(Cc1ccccc1)NCC1CCCN1CC(Cc1ccccc1)NCC(Cc1ccccc1)NCCc1ccc(-c2ccccc2)cc1,,,,1.0,,,,,
4636,CC(C(=O)c1ccc(F)cc1F)N1C(=O)NC(C)(c2ccc(C#N)cc2)C1=O,,,,0.0,,,,,
10378,O=c1nc(SCc2cn(-c3ccc(Br)cc3)nn2)sc2c([N+](=O)[O-])cc(Cl)cc12,,,,1.0,,,,,
9336,COC(=O)c1ccc(C(=O)NC2CCCc3c2cnn3-c2ccc(C(C)(C)C)cc2)nc1,,,,1.0,,,,,
17083,CN(C)c1ccc(C2NC(=S)Nc3c2c(=O)nc2sc([N+](=O)[O-])cn32)cc1,,,,,,,,,0.0
3541,O=[N+]([O-])c1cn2c(n1)OCC(OCc1ccc(-c3ccc(F)cc3)nn1)C2,,,,1.0,1.0,,,,
12883,Cc1c(CC(=O)N2CCCC2C(=O)O)c(=O)oc2c(C)c3occ(-c4ccc(Cl)cc4)c3cc12,,,,,,1.0,,,
10721,COc1cc2[nH]c(C(=O)NC34CC5CC(CC(C5)C3)C4)cc2cn1,,,,1.0,,,,,
2384,Cc1nnc(C(=NO)c2nc3ccccc3s2)o1,,,,0.0,,,,,
5992,O=C(Nc1ccc([N+](=O)[O-])cc1)Nc1cccc(-c2nc3ccccc3o2)c1,,,,0.0,,,,,
1161,CCCCCCCCn1cc(CN2CCC3(CC2)OCCCO3)c2ccc(OCCC)cc21,,,1.0,,,,,,
15837,CCOC(=O)N1CCN(CC(=O)C2C(c3ccccc3)C(C)C(=O)C(C)C2c2ccccc2)CC1,,,,,,,,0.0,
5970,O=c1cc(COc2cccc(I)c2)c2c(ccc3ccccc32)o1,,,,0.0,,,,,
15591,COc1ccc(C(=O)C(=Cc2ccc(O)cc2)c2ccccc2)cc1,,,,,,,,0.0,
14948,CCCCCCCCc1cn(Cc2ccccc2)nn1,,,,,,,,,0.0
10629,CC(C)CCCC(C)C1CCC2C3CC(=O)C4CC(O[Si](C)(C)C)CCC4(C)C3CCC12C,,,,1.0,,,,,
8017,FC(F)(F)Oc1ccc(Oc2ccc(N3CCC4(CC3)OCCc3sccc34)cc2)cc1,,,,1.0,,,,,
8160,O=C(NNc1ccnc2cc(Cl)ccc12)c1ccccc1N=Cc1ccncc1,,,,0.0,,,,,
2769,COc1ccc(NC(=S)Nc2nnc(-c3ccc([N+](=O)[O-])s3)s2)cc1,,,,1.0,,,,,
17778,O=C1NC(c2ccc(Cl)cc2)c2c(ccc3oc4ccccc4c23)O1,,,,,,,,,1.0
12733,Cc1cc(N)c2ccccc2[n+]1CCCCCCCCCCCCCC[n+]1c(C)cc(N)c2ccccc21,,,,,,1.0,,,
7704,Cc1nn(-c2nc(=O)cc(C(F)(F)F)[nH]2)c(C)c1-c1cccnc1,,,,0.0,,,,,
1574,CSc1ccc2c(c1)N(CCC1CCCCN1C(C)C)c1ccccc1S2,,,0.0,0.0,,0.0,,,
6712,Cc1cc(C)cc(-n2ncc3c2CCCC3NC(=O)c2nonc2C)c1,,,,0.0,,,,,
14560,Cc1nc2ccccc2c(=O)n1CC(=O)Nc1ccccc1,,,,,,,,,1.0
16600,CN(C)c1ccc(C=NNC(S)=NO)cc1,,,,,,,,,0.0
13395,CCOC(=O)C=CSc1ccc(O)cc1,,,,,,0.0,,,
8655,O=C(NN=Cc1cn(Cc2cc(-c3ccccc3)cnc2N2CCSCC2)nn1)c1ccc(F)cc1,,,,1.0,,,,,
10150,COc1ccc2c(c1)oc(=O)c1c2oc2ccc(O)c(CN3CCC(F)(F)CC3)c21,,,,0.0,,,,,
5377,NNC(=O)C=Cc1ccc(-c2ccccc2)cc1,,,,0.0,,0.0,0.0,,
16186,CC(C)OC1C=C(C(O)c2cccc([N+](=O)[O-])c2)C(=O)C(COC(=O)C(C)(C)C)O1,,,,,,,,,0.0
13882,CC(C)c1csc(-c2nnc(S(=O)(=O)Cc3ccccc3C(F)(F)F)o2)n1,,,,,,,,,1.0
1330,COc1ccc2cc3[n+](cc2c1OC)CCc1cc2c(cc1-3)OCO2,,,0.0,,,,,,
7938,Cc1ccc(-n2cc(COc3ccc([N+](=O)[O-])cc3C=NNC(=O)c3ccncc3)nn2)c(C)c1,,,,0.0,,,,,
3917,CCCCOC(=O)CCSc1nnc(-c2ccc([N+](=O)[O-])o2)s1,,,,0.0,,,,,
3773,CSc1nc([N+](=O)[O-])cn1CC(OCc1cc(F)cc(F)c1)c1ccc(Cl)cc1Cl,,,,0.0,,,,,
5495,COC(=O)C(=Cc1ccc([N+](=O)[O-])cc1)CSC#N,,,,0.0,,,,,
6097,NC(S)(C=Cc1ccc(Cl)cc1)NNC(=O)c1ccncc1,,,,0.0,,,,,
15350,Cc1c(C(F)(F)F)cc2nc(C(=O)NCc3ccccn3)sc2c1[N+](=O)[O-],,,,,,,,,1.0
1051,COc1ccc2c(ccn2CCCCC[P+](c2ccccc2)(c2ccccc2)c2ccccc2)c1,,,1.0,,,,,,
3351,O=C(NCc1ccc(N2CCC(c3ccc(OC(F)(F)F)cc3)CC2)cc1)c1sc2c([N+](=O)[O-])cc(C(F)(F)F)cc2[n+]1[O-],,,,1.0,,,,,
11893,O=C1C(=Cc2ccc3ccccc3c2)CCCC1=Cc1ccc2ccccc2c1,,,,0.0,,,,,
1887,CS(=O)(=O)c1cccc(-c2nccc(Nc3cc(C4CC4)[nH]n3)n2)c1,,,,0.0,,,,,
624,CCCCc1ccc(-n2c(=O)oc3ccc(Cl)cc3c2=O)cc1,,1.0,,,,,,,
9726,O=[N+]([O-])c1cn2c(n1)OC(COc1ccc(-c3ccc(C(F)(F)F)cc3)cc1)C2,,,,1.0,0.0,,,,
1340,CCOC(=O)NC(=O)c1ccsc1NC(=O)c1nc2ccccc2s1,,,0.0,1.0,,1.0,,,
17719,O=C(NN=Cc1ccccc1Cl)c1cccnc1,,,,,,,,,0.0
5852,CCC(CCC(C)C1CCC2(C)C3CC=C4CC(OC5OC(CO)C(O)C(O)C5O)CCC4(C)C3CCC12C)C(C)C,,,,0.0,,,,,
6967,CC1(c2ccc(S(N)(=O)=O)cc2)NC(=O)N(CC(=O)c2ccc(F)c(C(F)(F)F)c2)C1=O,,,,1.0,,,,,
8088,COc1ccc2oc(=O)c(C(C)=O)cc2c1,,,,0.0,,,,,
3081,O=[N+]([O-])c1c[nH]c(-c2nnc(-c3ccco3)o2)c1,,,,0.0,,,,,
14521,O=C(Nc1cccc(Cl)c1)c1nc2ccccc2s1,,,,,,,,,1.0
6767,O=C(OCc1ccccc1)C1COC(c2ccc(Cl)c(F)c2)=N1,,,,0.0,,,,,
3795,NCC1OC(=O)N2Cc3cc(F)c(N4CCOCC4)cc3OC12,,,,0.0,,,,,
1502,CC(C)=CCCC(C)=CCNCCNC1C2CC3CC(C2)CC1C3,,,1.0,1.0,,0.0,,1.0,1.0
4996,C=CC1Cc2c(OS(=O)(=O)c3ccc(Br)cc3)ccc(OS(=O)(=O)c3ccc(Br)cc3)c2CC1C(=C)C,,,,0.0,,,,,
7070,CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn4c3c2Oc2cc(N)ccc2-4)CC1,,,,1.0,,,,,
9093,Cc1cc(N2CCC(NC(=O)Nc3ccccc3)CC2)c2ccccc2n1,,,,0.0,,,,,
2387,Cc1nnsc1C(=O)Nc1nc2cc(F)ccc2o1,,,,1.0,,,,,
7740,CN1CCN(c2ccc(C=C(C#N)c3nc4ccccc4[nH]3)cc2)CC1,,,,0.0,,,,,
16299,COC(=O)C(=Cc1ccc(Br)cc1)CN1C(=O)C(=O)c2cc(F)ccc21,,,,,,,,,0.0
8775,CON=C1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2F)CC1N,,,,1.0,,,,,
6263,COc1cc(CCC(=O)CC(=O)CCc2ccc(O)c(OC)c2)ccc1O,,,,0.0,,,,,
15050,Cc1ccc2[nH]c(-c3cc(-c4ccccc4)ccn3)nc2c1,,,,,,,,,0.0
9714,Cc1c(CN2CCOCC2)cc(-c2ccc(C(C)C)cc2)n1C1CCCC(O)C1,,,,0.0,,,,,
5721,N#Cc1c(NC(=O)c2cccs2)[n+]([O-])c2ccc(C(F)(F)F)cc2[n+]1[O-],,,,0.0,,,,,
2533,CCOC(=O)c1c(C)[n+]([O-])c2cc(-n3ccnc3)c(F)cc2[n+]1[O-],,,,1.0,,,,,
517,CCCCNc1cnc(C(=O)NCc2ccccc2)cn1,,0.0,,0.0,,,,,
673,COc1ccc(NC(=O)c2cnc(Cl)cn2)c(OC)c1,,0.0,,,,,,,0.0
15981,Cc1[nH]n(-c2ccc(S(=O)(=O)O)cc2)c(=O)c1N=Nc1n[nH]c2nc3cc4ccccc4cc3cc12,,,,,,,,0.0,
10524,CC(=O)Nc1nc(Cc2nnc(SCSc3nnc(Cc4csc(NC(C)=O)n4)n3NC(=O)c3cccc([N+](=O)[O-])c3)n2NC(=O)c2cccc([N+](=O)[O-])c2)cs1,,,,1.0,,,,,
11168,O=C(O)CCNc1nc(Cc2n[nH]c(=S)n2NC(=O)c2ccccc2)cs1,,,,0.0,,,,,
10384,O=c1nc(SCc2cn(-c3ccc([N+](=O)[O-])cc3)nn2)sc2c([N+](=O)[O-])cc(Cl)cc12,,,,0.0,,,,,
9584,Cc1ccc2c(n1)C(=O)C(Cl)C(=Nc1ccccc1)C2=O,,,,0.0,,,,,
16394,CC(=O)c1ccc(C)cc1OCc1cn(CC(=O)NC23CC4CC(CC(C4)C2)C3)nn1,,,,,,,,,0.0
14851,O=C(On1c(-c2ccccc2)nc2ccccc2c1=O)c1ccccc1,,,,,,,,,0.0
4723,N#Cc1ccc(Cn2cc(CN3c4ccccc4Sc4cc(C=NNC(=O)c5cnccn5)ccc43)nn2)cc1,,,,1.0,,,,,
9904,Cc1nc(C)c(C(=O)N(c2ccccc2)C(C(=O)NC2CCCCC2)c2cccc(Cl)c2)s1,,,,0.0,,,,,
13263,CN1C=C2CC3C(CC(CNC(=O)C=Cc4ccc(C(F)(F)F)nc4)CN3C)C3C=CC=C1C23,,,,,,1.0,,,
6128,C=CCNC(=S)Nc1ccc(-c2n[nH]c(=S)n2C2CCCCC2)cc1,,,,0.0,,,,,
4239,COc1cc(C(O)(CCN(C)C)C(c2cc(SC)nc(SC)c2)c2cc3cc(Br)ccc3nc2OC)cc(OC)n1,,,,1.0,1.0,,,,
6452,CC(=O)Nc1nc(Cc2nnc(SCC(=O)NN)n2NC(=O)c2ccc(Cl)cc2)cs1,,,,1.0,,,,,
9914,O=C(C1CC1)N1CCN(CC2=C(Cl)c3ccc(-c4cccs4)nc3CC2)CC1,,,,0.0,,,,,
11293,O=C(C=Cc1ccc([N+](=O)[O-])o1)c1ccc(OCc2ccc(OC(F)(F)F)cc2)cc1,,,,1.0,,,,,
10040,O=[N+]([O-])c1ccccc1CC=Nc1nc(-c2ccc(-n3c(O)ccc3O)cc2)cs1,,,,0.0,,,,,
8698,O=c1nc(N2CCC3(CCN(Cc4ccc([N+](=O)[O-])cc4)C3)CC2)sc2c([N+](=O)[O-])cc(C(F)(F)F)cc12,,,,1.0,,,,,
11494,CNc1cc(-c2[nH]c(C(C)(C)C)nc2-c2ccc3cc(OC)ccc3c2)ccn1,,,,0.0,,,,,
1473,CCCCCCCCCCC#Cc1cn(C2CC(F)C(CO)O2)c(=O)[nH]c1=O,,,0.0,0.0,,,,,
9122,O=C1CSC(c2ccc(O)cc2)N1C1=NN2C(=CSC2c2ccc(O)cc2)S1,,,,1.0,,,,,
11778,Nc1nc(N)nc(-c2ccc(OCc3cccc(Cl)c3)cc2)n1,,,,1.0,,,,,
9425,COc1ccc(-c2cn3cc(C4=CCN(S(=O)(=O)c5ccc(F)cc5)CC4)ccc3n2)cc1OC,,,,0.0,,,,,
10204,Cc1cc(CNCc2ccccc2)c(C)n1CC1CCCCC1,,,,0.0,,,,,
850,O=[N+]([O-])c1cc(CSc2nnn(Cc3ccc(Cl)c(Cl)c3)n2)cc([N+](=O)[O-])c1,,0.0,,,,,,,
9602,CCCCOc1cccc(Nc2nc3ccccc3c(=O)o2)c1,,,,0.0,0.0,0.0,,,
17047,O=C(Cn1cc(CCCO)nn1)N1c2ccccc2Sc2ccc(C(F)(F)F)cc21,,,,,,,,,0.0
9588,COc1cc(C=NNC(=O)c2ccc(-c3cccc(Cl)c3)nc2C)cc(OC)c1OC,,,,1.0,,,,,
7541,Cc1ccc(C)n1-c1ccccc1NC(=S)Nc1ccc(C(F)(F)F)cc1,,,,1.0,,,,,
8752,CCC(C)C1NC(=O)C(C(C)O)N(C)C(=O)C(NC(=O)C(C(C)CC)N(C)C(=O)C(NC(=O)C(C(C)C)N(C)C)C(C)C)C(C)OC(=O)C(C(C)C)NC(=O)C(C(O)c2ccccc2)NC(=O)C(C(C)C)NC(=O)C(Cc2c[nH]c3cccc(OC)c23)N(C)C(=O)C(C(C)C)N(C)C(=O)C(C(C)C)NC(=O)C(CC(C)C)N(C)C1=O,,,,1.0,,,,,
2211,COc1ccc(CCNC(=O)c2c(C)[n+]([O-])c3cc(Cl)c(Cl)cc3[n+]2[O-])cc1,,,,0.0,,,,,
13714,C#CCn1cc(C(=O)OCC)c(=O)c2ccc(C(F)(F)F)cc21,,,,,,0.0,,,
3527,O=[N+]([O-])c1cn2c(n1)OCC(OCC#Cc1ccc(-c3ccc(C(F)(F)F)nc3)cc1)C2,,,,1.0,1.0,,,,
9561,O=[N+]([O-])c1ccc(C(O)=NO)cc1,,,,1.0,,,,,
3203,O=C(CSc1nc(=O)c2ccccc2[nH]1)Nc1ccc([N+](=O)[O-])cc1,,,,0.0,,,,,
13624,CCCCCCCCC(CCC1CCCC1)C(=O)OC,,,,,,0.0,,,
983,Cc1cc2nc(CCc3cc(Cl)cc(Cl)c3)[nH]c2cc1C,,,0.0,,,,,,
16916,COc1ccccc1C1CC(=O)C(c2ccccc2)C(c2ccccc2OC)N1,,,,,,,,,0.0
15434,COc1ccc2ncc(=O)n(CCN3CCC(NCc4cnc(C)c(C#N)c4)CC3)c2n1,,,,,,,,1.0,1.0
7855,O=C1NC(Cc2ccc(F)cc2)C(=O)NC1Cc1ccc(F)cc1,,,,0.0,,,,,
14084,Cc1nc2ccccc2c(=O)n1-c1cccc(OCc2cn(-c3cccc(O)c3)nn2)c1,,,,,,,0.0,,0.0
3425,Cc1c(C(=O)NN=Cc2ccco2)nnn1Nc1ccc(Cl)cc1,,,,0.0,,,,,
415,O=C(C=Cc1ccc([N+](=O)[O-])o1)c1ccc(-c2ccccc2)cc1,,1.0,1.0,1.0,,1.0,1.0,,
3594,CCOC(=O)c1cc(C=Cc2ccnc3ccccc23)on1,,,,1.0,1.0,,,,
16261,Cc1ccc(C(c2c(C)[nH]n(-c3ccccc3)c2=O)c2c(O)ccc3ccccc23)cc1,,,,,,,,,0.0
11078,COc1cc(C(c2cc3cc(Br)ccc3nc2OC)C(O)(CCN(C)C)c2cccc(F)c2)cnc1OC,,,,1.0,1.0,,,,
13398,CCOC(=O)C=CSc1ccccn1,,,,,,0.0,,,
12464,O=C(O)c1c(=O)c2cc([N+](=O)[O-])c(N3CCC(O)(c4ccc(Cl)cc4)CC3)cc2n2c1sc1ccccc12,,,,,,0.0,,,
12867,Cc1ccc(-c2coc3c(C)c4oc(=O)c(CCC(=O)O)c(C)c4cc23)cc1,,,,,,1.0,,,
15570,CNC1C(OC2C(OC3C(O)C(O)C(N=C(N)N)C(O)C3N=C(N)N)OC(C)C2(O)C=NNC(=O)c2ccncc2)OC(CO)C(O)C1O,,,,,,,,1.0,
4718,N#Cc1ccc(Cn2cc(CN3c4ccc(C=NNC(=O)c5ccc([N+](=O)[O-])cc5)cc4Sc4ccc(C(F)(F)F)cc43)nn2)cc1,,,,1.0,,,,,
2095,CC1(COC(=O)N2CCN(c3ccc(F)cc3)CC2)CCn2cc([N+](=O)[O-])nc2O1,,,,1.0,1.0,,,,
1005,CCCCCCCCn1cc(CN2CCC3(CC2)OCCO3)c2cc(OC)ccc21,,,1.0,,,,,,
12319,CN1CCC(=O)C2(C1)C(c1ccccc1Cl)C1CCCN1C21C(=O)Nc2ccccc21,,,,,,0.0,,,
8328,CS(=O)(=O)N1CCN(Cc2c(CC3CCCCC3)[nH]c3ccnc(Cl)c23)CC1,,,,0.0,,,,,
12952,CC(=O)OC12CC(C)(O)C3C(C=C(CO)CC4(O)C(=O)C(C)=CC34)C1C2(C)C,,,,,,0.0,,,
8169,O=S(=O)(c1ccc(Br)cc1)N1CCN(c2nc3ccccc3c3ccccc23)CC1,,,,1.0,,,,,
2341,CCOc1ccc(C(=O)C=CC(=O)N(C)CC)cc1,,,,1.0,,,,,
266,O=C(C=Cc1ccccc1)c1ccc(Nc2nc3ccccc3o2)cc1,0.0,,,0.0,,,0.0,,
9725,CC1(COCc2ccc(OC(F)(F)F)cc2)Cn2cc([N+](=O)[O-])nc2O1,,,,1.0,0.0,,,,
10401,O=c1ccc2cc(-n3cc(CSc4nc(=O)c5cc(Cl)cc([N+](=O)[O-])c5s4)nn3)ccc2o1,,,,0.0,,,,,
3280,CN(C)c1ccc(C2SCC(=O)N2NC(=O)c2ccncc2)cc1,,,,0.0,,,,,
12619,CCCCCCCCC=CCCCc1cc(=O)c2ccccc2n1C,,,,,,1.0,,,
7232,S=C(NN=C(C(=NNC(=S)Nc1ccccc1)c1ccccc1)c1ccccc1)Nc1ccccc1,,,,0.0,,,,,
3334,Nc1ccc2c(c1)C(=O)c1nc3ccccc3c(=O)n1-2,,,,0.0,,,,,
15216,CCNC(=O)Nc1nc2cc(-c3cccnc3)c(NC3CCOCC3)nc2s1,,,,,,,,,1.0
11507,O=C(NN=Cc1c[nH]nc1-c1ccc(Cl)cc1)c1ccncc1,,,,0.0,,,,,
10075,COC(=O)C1CN(C(=O)c2ccsc2NC(=O)c2ccc(C(=O)N3CCCCC3)cc2)C1,,,,0.0,,,,,
3543,Cc1c(CN2CCOCC2)cc(-c2ccc(C(C)C)cc2)n1C1CCCN(C)C1,,,,0.0,,,,,
13319,CCCCCCNc1ccc2sc3ccccc3c2c1,,,,,,0.0,,,
254,COc1ccc(Nc2nnnn2-c2ccc(Cl)cc2)cc1,0.0,0.0,,,,,,,
11683,COC(=O)C1CC(C(=O)OC)C(c2ccccc2)(c2ccccc2)N1c1nc(-c2ccccc2)c(C(=O)c2ccc(C#N)cc2)s1,,,,0.0,,,,,
17733,O=C(C=Cc1ccc(N(CCO)CCO)cc1)CC1OC(CO)C(O)C(O)C1O,,,,,,,,,0.0
1149,COc1ccc(OCCCn2cc(CN3CCC4(CC3)OCCCO4)c3ccc(OC)cc32)cc1,,,1.0,,,,,,
2143,OC(O)(c1nc2ccccc2s1)C(F)(F)F,,,,0.0,,,,,
6108,Nc1nc(Nc2ccc3nc(-c4ccc(F)cc4)cc(N)c3c2)cc(-c2ccc(F)cc2)n1,,,,1.0,,,,,
6419,C#CCN(c1nc(-c2cccc(Br)c2)no1)C1CCCCC1,,,,0.0,,,,,
3852,O=C1C(=O)N(CCCCCCBr)c2ccc(F)cc21,,,,0.0,0.0,,,,
1729,CCc1ccc(S(=O)(=O)Nc2cc(CN3CCN(CCC(C)C)CC3)ccc2C)cc1,,,,0.0,,,,,
1083,CCCCNC(=O)Cn1cc(CN2CCCCC2)c2cc(F)ccc21,,,0.0,,,,,,
1672,CCCCc1cn(C(c2ccccc2)c2cc3cc(Br)ccc3nc2OC)nn1,,,0.0,,,,,,
10297,O=C(CSc1nc(=O)c2ccccc2[nH]1)NC1CCCCC1,,,,1.0,,,,,
3243,COc1ccc(C(=O)OCCCOc2cccc(Nc3nc4ccccc4c(=O)o3)c2)cc1,,,,0.0,0.0,0.0,,,
6502,O=C(CSc1nnc(Cc2csc(NC(=O)c3ccccc3)n2)n1NC(=O)c1ccc(Cl)cc1)NN=Cc1ccccc1,,,,1.0,,,,,
7505,O=C(O)c1cnc2ccc(C(F)(F)F)cc2c1Nc1ccc(OCCCN2CCOCC2)cc1,,,,0.0,,,,,
15232,CCNC(=O)Nc1nc2cc(-c3ccc(F)nc3)c(OCC3CCOC3)nc2s1,,,,,,,,,1.0
16273,Cc1ccc(-c2nn3c(-c4nc5ccccc5[nH]4)c(-c4ccc(Cl)cc4)nc3s2)cc1,,,,,,,,,1.0
1504,O=C(Nc1sccc1C(=O)Nc1nccc(C(F)(F)F)n1)c1ccc(C(=O)N2CCCCC2)cc1,,,1.0,0.0,,,,,
10404,Cc1ccc(-n2cc(CSc3nc(=O)c4cc(Cl)cc([N+](=O)[O-])c4s3)nn2)cc1,,,,0.0,,,,,
1972,CC=CC1C(=O)C(=O)c2ccccc2C1=O,,,,0.0,,,,,
9625,O=C(NN=Cc1ccc([N+](=O)[O-])cc1)c1ccncc1,,,,1.0,,,,,
8241,CC(=O)c1c(C)[nH]c(C(=O)NN=Cc2cccc([N+](=O)[O-])c2)c1C,,,,0.0,,,,,
16336,COc1cccc(C=CC(=O)c2ccc([N+](=O)[O-])cc2)c1,,,,,,,,,0.0
3799,N#Cc1ccc(-c2ccc(COC3COc4nc([N+](=O)[O-])cn4C3)nc2)cc1,,,,1.0,1.0,,,,
4864,Cc1c(Cl)c(OC2OC(C)C(O)C(O)C2O)c2cc(OC3OC(C)C(O)C(O)C3O)ccc2c1Cl,,,,0.0,,,,,
6758,COc1cc(NC(C)CCCNC(=O)C=Cc2ccccc2)c2ncccc2c1,,,,0.0,,,,,
9775,O=[N+]([O-])c1ccc(-c2nnc(-c3ccc(C(F)(F)F)cc3)o2)o1,,,,0.0,,,,,
695,c1ccc(C[Se]c2nnnn2C2CCCCC2)cc1,,0.0,,,,,,,
5741,O=C(Cn1ccn2cc([N+](=O)[O-])nc2c1=O)N1CCOCC1,,,,0.0,,,,,
14631,CC(=O)N1CCc2c(sc(NC(=O)c3cccc([N+](=O)[O-])c3)c2C(N)=O)C1,,,,,,,,,0.0
3856,CNC(=O)c1ccc(-c2cc(=O)[nH]c(-n3nc(C)cc3C)n2)cc1,,,,0.0,,,,,
5979,CC(C)(C)C(=O)N1CC2CN(Cc3ccc([N+](=O)[O-])o3)CC2C1,,,,0.0,,,,,
15383,COc1cc(NC2CCN(C(=O)c3cnn(C)c3Cl)CC2)c2ccccc2n1,,,,,,,,,0.0
11831,CCCCCCCCOc1ccc(C(=O)OCCCOc2cccc(Nc3nc4ccccc4c(=O)o3)c2)cc1,,,,0.0,0.0,0.0,,,
14130,CCOC(=O)c1sc(NN=Cc2ccc(OC)c(O)c2)nc1C,,,,,,,,,0.0
17441,CONC(=S)N=Nc1c(O)n(CN2CCN(c3ccc(Cl)cc3)CC2)c2ccc(Cl)cc12,,,,,,,,,1.0
12076,CCCCCCCCCCCCCCCC(=O)Oc1cccc(Nc2nc3ccccc3c(=O)o2)c1,,,,,0.0,0.0,,,
7271,O=[N+]([O-])c1cn2c(n1)OCC(COc1ccc(-c3ccc(OC(F)(F)F)cc3)nc1)C2,,,,1.0,1.0,,,,
999,CCCCCCCCn1cc(CN2CCOCC2)c2cc(F)ccc21,,,0.0,,,,,,
3095,O=[N+]([O-])c1cn2c(n1)OCC(OCc1ccc(-c3ccccc3OCCCO)cc1)C2,,,,1.0,1.0,,,,
6995,CC1(c2ccc(S(N)(=O)=O)cc2)NC(=O)N(CC(=O)C2CCCCC2)C1=O,,,,1.0,,,,,
11198,CCNCC1CC(NC(=O)c2cc(CC)nn2C)CN1C(=O)c1coc2ccccc12,,,,0.0,,,,,
2115,CC1(COc2ccc(OC(F)(F)F)cc2)CCn2cc([N+](=O)[O-])nc2O1,,,,1.0,1.0,,,,
11697,COC(=O)C1C(C(=O)OC)N(c2nc(-c3ccccc3)c(C(=O)c3ccc(C#N)cc3)s2)C(c2ccccc2)(c2ccccc2)C1C(=O)OC,,,,0.0,,,,,
2274,CCOc1ccc(C(=O)C=CC(=O)O)cc1,,,,0.0,,,,,
14354,O=C1CC(Sc2cc(C(F)(F)F)cc(C(F)(F)F)c2)N1,,,,,,,,,0.0
17674,CC(=NNC(=O)c1ccc([N+](=O)[O-])o1)c1ccc(Br)cc1,,,,,,,,,0.0
3245,C=C(C)C=Cc1c(OC2(CC=C(C)C)C(=O)c3ccccc3-c3nc4ccccc4nc32)c(O)c2ccccc2c1O,,,,0.0,,,,,
11061,COc1ccc2oc(=O)cc(Cn3cc(CSc4nc5ccccc5[nH]4)nn3)c2c1,,,,0.0,,,,,
6198,c1ccc(C(c2ccccc2)c2ccc(OCCN3CCCCC3)c3ccccc23)cc1,,,,0.0,,,,,0.0
3101,O=C1c2cc([N+](=O)[O-])ccc2-n2c1nc1ccccc1c2=O,,,,0.0,,,,,
13231,Cc1ccc(CNc2nc(=O)c3cc(C(F)(F)F)cc([N+](=O)[O-])c3s2)n1C,,,,,,1.0,,,
4818,CCOC(=O)c1nc(C)sc1-c1ccc(C#N)cc1,,,,0.0,,,,,
8802,NCC1CN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4F)c3c2Cl)CC1=NOCc1ccccc1,,,,0.0,,,,,
15426,COc1cnc2ccc(=O)n(CCN3CCC(NC(=O)c4cnc(C)c(C#N)c4)CC3)c2c1,,,,,,,,1.0,1.0
3564,CCN(CC)c1ccc2cc(-c3cn4nc(S(N)(=O)=O)sc4n3)c(=O)oc2c1,,,,0.0,,,,,
16248,COc1ccc(C(c2c(C)[nH]n(-c3ccccc3)c2=O)c2c(O)ccc3ccccc23)cc1,,,,,,,,,0.0
17772,O=C1NC(c2ccc(Br)cc2)c2c(ccc3oc4ccccc4c23)O1,,,,,,,,,1.0
12370,CCOC(=O)C1C(c2ccc(OC)cc2)NC(c2ccc(OC)cc2)C(C(=O)c2ccc(Cl)cc2)S1(=O)=O,,,,,,1.0,,,1.0
4473,CCOC(=O)c1cc2cc(N3CCN(C(=O)COc4ccccc4)CC3)ccc2o1,,,,1.0,,,,,
6192,CN1c2ccccc2Sc2cc(C=NOCc3cn(Cc4ccc(C#N)cc4)nn3)ccc21,,,,0.0,,,,,
14773,COc1cc2c(cc1OC)C1=NN(C(=O)Nc3ccc([N+](=O)[O-])cc3)C(c3ccc(F)cc3)C1C2,,,,,,,,,1.0
6328,COC(=O)C1=C(C)Oc2c(cc(C(C)(C)C)cc2C(C)(C)C)C1C(C(C)=O)C(=O)OC,,,,0.0,,,,,
17249,NC(=O)c1c(NC(=O)c2ccc([N+](=O)[O-])o2)sc2c1CCN(C(=S)Nc1ccc([N+](=O)[O-])cc1)C2,,,,,,,,,0.0
1797,C(=Cc1cccs1)C1=NC(Cc2ccccc2)CO1,,,,0.0,,,,,
9357,CC1(C(=O)N2CCN(S(=O)(=O)c3cccc4cnccc34)CC2)CCCCC1,,,,0.0,,,,,
